customerid,exited,surname,creditscore,geography,gender,age,tenure,balance,hascrcard,isactivemember,estimatedsalary,bank_products
15639590,0,Melendez,758,France,Female,30.0,3,141581.08,1,0,156249.06,SavingsAccount
15659399,0,Mazzi,516,Germany,Male,50.0,7,139675.07,1,0,45591.23,"SavingsAccount,CheckingAccount"
15567078,0,Kovaleva,789,France,Female,27.0,8,66201.96,1,1,79458.12,CertificateOfDeposit
15696373,1,Gill,687,France,Female,44.0,9,0.0,0,0,103042.2,"MortgageLoan,HomeEquityLoan"
15786617,0,Arcuri,485,Germany,Male,34.0,3,133658.24,1,0,70209.83,PersonalLoan
15657449,0,Chukwuma,446,Germany,Male,25.0,3,136202.78,1,0,176743.51,PersonalLoan
15672594,1,Stevenson,597,France,Female,60.0,0,131778.08,0,0,10703.53,CreditCard
15714240,0,Ponomarev,712,Spain,Male,74.0,5,0.0,0,0,151425.82,"SavingsAccount,RetirementAccount"
15782144,0,Gilroy,522,France,Female,34.0,3,0.0,1,1,3894.34,"AutoLoan,CreditCard"
15665008,0,Sidorov,805,Germany,Female,26.0,8,42712.87,1,1,28861.69,"CheckingAccount,SavingsAccount"
15581733,0,Bates,781,France,Female,28.0,4,0.0,1,0,177703.15,"SavingsAccount,CertificateOfDeposit"
15751392,1,Fanucci,689,Spain,Female,57.0,4,0.0,1,0,136649.8,"MortgageLoan,CertificateOfDeposit"
15785815,0,Toscano,670,Germany,Male,31.0,1,142631.54,1,1,175894.24,"CheckingAccount,HomeEquityLoan"
15664214,0,Hearn,670,France,Male,33.0,2,141204.65,1,0,76257.46,"CertificateOfDeposit,AutoLoan"
15579996,0,Iroawuchi,524,Germany,Female,25.0,7,131402.21,0,0,193668.49,MortgageLoan
15675252,0,Martin,734,Spain,Female,39.0,3,92636.96,1,1,125671.29,"CertificateOfDeposit,HomeEquityLoan"
15579617,1,Sinclair,489,France,Female,51.0,3,0.0,0,1,174098.28,"InvestmentFund,MortgageLoan"
15593976,1,Swanson,578,Germany,Female,,5,102088.68,0,0,187866.21,"RetirementAccount,InvestmentFund,AutoLoan,CreditCard"
15716041,0,Chinomso,622,Spain,Male,39.0,9,0.0,0,1,100862.36,"PersonalLoan,CheckingAccount"
15654489,0,Fomin,843,France,Female,38.0,8,134887.53,1,1,10804.04,HomeEquityLoan
15736302,0,McKay,687,France,Male,48.0,4,0.0,1,1,170893.85,"CreditCard,RetirementAccount"
15805909,0,Bergamaschi,700,Spain,Male,28.0,8,159900.38,0,0,22698.56,RetirementAccount
15572762,0,Matveyeva,410,Germany,Female,50.0,2,102278.79,1,0,89822.48,"AutoLoan,MortgageLoan"
15724632,0,Madukaego,537,France,Female,41.0,0,0.0,0,1,175262.49,"CheckingAccount,AutoLoan"
15670416,0,Ferri,780,France,Female,43.0,0,0.0,0,1,15705.27,SavingsAccount
15749528,0,Achebe,652,Spain,Male,58.0,6,0.0,0,1,170025.43,"SavingsAccount,InvestmentFund"
15578783,0,Mai,620,Germany,Male,35.0,0,76989.97,1,1,17242.79,CreditCard
15580719,0,Davis,697,France,Female,23.0,10,0.0,1,1,79734.23,"PersonalLoan,RetirementAccount"
15656293,0,Davey,786,France,Male,35.0,3,0.0,1,0,92712.97,"InvestmentFund,HomeEquityLoan"
15691875,0,Tsou,850,Germany,Female,39.0,5,114491.82,1,0,99689.48,PersonalLoan
15596870,1,Marino,749,Germany,Male,54.0,3,144768.94,1,0,93336.3,CertificateOfDeposit
15780770,0,Kerr,445,France,,31.0,7,145056.59,1,1,175893.53,PersonalLoan
15751491,1,Hsiao,443,Germany,Male,50.0,3,117206.3,1,0,42840.18,AutoLoan
15706200,0,Graham,637,Germany,Male,41.0,2,138014.4,1,0,140298.24,"PersonalLoan,RetirementAccount"
15808674,1,Ejikemeifeuwa,616,Germany,Female,45.0,6,128352.59,1,1,144000.59,"PersonalLoan,SavingsAccount,MortgageLoan"
15641411,0,Volkova,756,France,Female,23.0,1,112568.31,1,1,113408.11,CheckingAccount
15764661,0,Wang,644,France,Male,33.0,2,0.0,1,0,96420.58,MortgageLoan
15689492,0,Benjamin,850,Germany,Male,41.0,1,176958.46,0,1,125806.3,"HomeEquityLoan,RetirementAccount"
15602405,0,Ryrie,703,Germany,Female,38.0,9,99167.54,1,0,65720.92,AutoLoan
15610271,0,Andreev,684,Spain,Female,42.0,3,103210.27,1,0,31002.03,HomeEquityLoan
15791780,1,Dr. Ts'ao,706,Germany,Female,48.0,10,104478.12,0,1,158248.71,"CheckingAccount,CertificateOfDeposit,PersonalLoan"
15589147,0,Frolov,580,Spain,Male,61.0,8,125921.37,1,1,94677.83,CheckingAccount
15756975,0,Montemayor,777,Spain,Female,35.0,3,0.0,1,1,17257.72,"AutoLoan,HomeEquityLoan"
15729582,0,Fu,676,Germany,Male,48.0,3,80697.44,0,0,101397.86,CertificateOfDeposit
15742971,0,Whitehead,708,France,Female,44.0,2,161887.81,1,0,84870.23,"InvestmentFund,HomeEquityLoan"
15568046,0,Dr. Izuchukwu,809,France,,24.0,7,109558.36,1,0,183515.13,MortgageLoan
15694890,0,Lai,588,France,Male,38.0,1,124271.26,1,0,75969.19,SavingsAccount
15736963,0,Herring,623,France,Male,43.0,1,0.0,1,1,146379.3,"RetirementAccount,SavingsAccount"
15646490,0,Duffy,537,Spain,Male,42.0,1,190569.23,0,1,127154.8,PersonalLoan
15607314,1,Chiefo,536,Spain,Male,53.0,2,143923.96,1,0,2019.78,InvestmentFund
15576745,0,Fyodorov,769,France,Male,48.0,2,96542.16,0,1,197885.72,"MortgageLoan,RetirementAccount"
15669606,0,Chu,690,France,Male,33.0,5,0.0,1,0,138017.68,"CreditCard,InvestmentFund"
15737832,1,Dr. Robertson,771,Spain,Male,45.0,0,139825.56,0,0,170984.97,CertificateOfDeposit
15681990,0,Palmerston,497,Germany,Male,24.0,6,111769.14,1,0,55859.27,"SavingsAccount,CreditCard"
15758050,0,Madukwe,622,Spain,Male,,4,0.0,1,0,4459.5,"RetirementAccount,InvestmentFund"
15787848,0,Chinedum,602,Spain,Male,30.0,9,113672.18,0,0,102135.92,"MortgageLoan,HomeEquityLoan"
15713594,0,French,543,France,Female,32.0,7,147256.86,1,0,112771.95,AutoLoan
15588186,0,Polyakov,520,Spain,Male,45.0,7,107023.03,1,0,32903.93,SavingsAccount
15786739,0,Clements,669,France,Male,37.0,1,125529.55,1,1,162260.93,InvestmentFund
15699467,0,Connor,631,Spain,Female,41.0,0,0.0,0,0,87959.83,CreditCard
15680706,1,Balashov,537,Germany,Male,48.0,4,131834.8,1,0,166476.95,HomeEquityLoan
15645717,0,Avdeeva,732,France,Male,62.0,2,0.0,1,1,25438.87,"MortgageLoan,RetirementAccount"
15748597,1,Dr. Chester,844,Spain,Male,56.0,5,99529.7,0,1,157230.06,CheckingAccount
15773709,0,Hung,838,Spain,Male,35.0,0,0.0,0,1,197305.91,"HomeEquityLoan,PersonalLoan"
15629787,0,Tu,652,France,Male,27.0,10,107303.72,0,0,44435.76,"SavingsAccount,PersonalLoan"
15661007,0,Thompson,660,France,Male,33.0,0,72783.42,0,0,181051.99,CertificateOfDeposit
15686812,0,Jones,692,Spain,Female,44.0,8,0.0,0,1,159069.37,SavingsAccount
15754113,0,Li,588,France,Female,35.0,0,0.0,1,1,155485.24,"CreditCard,AutoLoan"
15749489,0,Denisova,533,Germany,Female,22.0,10,115743.6,0,0,43852.05,HomeEquityLoan
15574352,0,Clogstoun,850,France,Male,43.0,4,161256.53,1,1,140071.57,CheckingAccount
15701281,0,Tan,511,France,Male,27.0,8,0.0,1,1,49089.36,"PersonalLoan,HomeEquityLoan"
15811985,0,Power,530,Spain,Male,44.0,6,0.0,0,0,55893.37,"CertificateOfDeposit,CheckingAccount"
15713505,0,Harriman,554,France,Male,31.0,1,0.0,0,1,192660.55,"InvestmentFund,MortgageLoan"
15685653,0,Benson,585,Germany,Female,40.0,3,162261.01,1,0,137028.51,"HomeEquityLoan,CreditCard"
15758831,0,Thornton,754,France,Male,39.0,3,74896.33,0,0,34430.16,InvestmentFund
15618774,1,White,474,France,Male,54.0,3,0.0,1,0,108409.17,InvestmentFund
15764448,0,Mackenzie,837,Germany,Male,35.0,0,144037.6,1,0,145325.32,CheckingAccount
15611024,0,Kalinina,567,France,Female,23.0,9,93522.2,0,1,81425.61,MortgageLoan
15738220,0,Bennet,800,Spain,Male,38.0,1,0.0,1,0,51553.43,"MortgageLoan,AutoLoan"
15805764,0,Hallahan,646,France,Male,18.0,10,0.0,0,1,52795.15,"CertificateOfDeposit,RetirementAccount"
15580487,0,Prof. Martin,627,Germany,Male,38.0,8,106922.92,0,1,84270.09,"InvestmentFund,MortgageLoan"
15675787,0,Rivera,505,France,Male,26.0,8,112972.57,1,0,145011.62,CertificateOfDeposit
15583580,1,Chiawuotu,566,Germany,Female,35.0,1,123042.0,1,0,66245.44,MortgageLoan
15780654,0,Sergeyev,619,Germany,Female,33.0,3,100488.92,0,1,36446.74,"PersonalLoan,AutoLoan"
15695034,0,Christie,757,France,Female,44.0,4,123322.15,1,0,137136.29,CertificateOfDeposit
15805671,0,Louis,648,France,Male,32.0,0,0.0,0,1,117323.31,RetirementAccount
15790658,0,Iqbal,621,Spain,Male,42.0,8,68683.68,1,1,74157.71,HomeEquityLoan
15578648,0,Marino,543,Germany,Male,49.0,6,59532.18,1,0,104253.56,PersonalLoan
15734987,0,Robertson,658,France,Female,43.0,7,140260.36,1,0,2748.72,"CertificateOfDeposit,InvestmentFund"
15721740,0,Dr. Pai,633,Germany,Male,50.0,7,88302.65,1,1,195937.16,CreditCard
15641822,0,Barese,648,France,Female,19.0,1,0.0,0,1,22101.86,"SavingsAccount,CheckingAccount"
15765650,0,Chigolum,501,Germany,Male,40.0,5,114655.58,0,0,126535.92,CertificateOfDeposit
15788556,1,Trouette,683,France,Female,42.0,4,148283.94,1,1,44692.63,CreditCard
15576550,1,Ugochukwu,619,Spain,Female,38.0,1,0.0,1,0,112442.63,RetirementAccount
15622230,0,Cribb,705,France,Female,35.0,3,0.0,0,1,66331.01,"PersonalLoan,MortgageLoan"
15653937,1,McIntyre,638,Germany,Female,53.0,1,123916.67,1,0,16657.68,SavingsAccount
15743538,0,Dr. Pickering,710,France,Female,31.0,1,0.0,1,0,20081.3,"InvestmentFund,SavingsAccount"
15591740,1,Fletcher,590,France,Female,54.0,4,0.0,1,1,93820.49,"HomeEquityLoan,MortgageLoan"
15650086,0,Uchenna,725,France,Male,43.0,2,165896.0,1,0,130795.52,"CheckingAccount,RetirementAccount"
15718773,0,Pisano,638,France,Female,32.0,0,0.0,1,0,160129.99,"CreditCard,CertificateOfDeposit"
15615140,0,Corson,791,France,Male,36.0,6,111168.97,1,1,189969.91,CreditCard
15644361,1,Hooper,702,France,Female,40.0,1,103549.24,0,0,9712.52,InvestmentFund
15774536,0,He,607,France,Female,32.0,6,0.0,0,0,196062.01,"RetirementAccount,HomeEquityLoan"
15618661,0,Chidubem,535,France,Male,30.0,6,103804.97,1,1,125710.53,CheckingAccount
15605020,1,Schofield,651,France,Male,45.0,2,165901.59,1,0,23054.51,"MortgageLoan,CreditCard"
15762134,0,Liang,506,Germany,Male,59.0,8,119152.1,1,1,170679.74,"HomeEquityLoan,RetirementAccount"
15685279,0,Prof. Somadina,511,Spain,Female,57.0,8,122950.31,1,1,181258.76,CheckingAccount
15582849,1,McIntosh,757,France,Female,51.0,1,0.0,1,1,22835.13,CheckingAccount
15655410,1,Hinton,768,,Male,49.0,1,133384.66,1,0,102397.22,CheckingAccount
15649129,0,Sal,757,France,Male,32.0,9,0.0,1,0,115950.96,"CreditCard,CertificateOfDeposit"
15702380,0,De Luca,663,Spain,Male,64.0,6,0.0,0,1,15876.52,"CheckingAccount,InvestmentFund"
15759067,1,Bromby,537,Germany,Female,37.0,7,158411.95,1,1,117690.58,"CreditCard,MortgageLoan,CheckingAccount,HomeEquityLoan"
15683027,0,Chang,570,Germany,Male,29.0,4,122028.65,1,1,173792.77,"CheckingAccount,PersonalLoan"
15597487,0,Hunter,850,France,Female,35.0,5,0.0,1,1,80992.8,PersonalLoan
15763256,1,Sheppard,661,Germany,Female,64.0,8,128751.65,1,0,189398.18,"HomeEquityLoan,PersonalLoan"
15620111,0,Fan,659,France,,54.0,8,133436.52,1,0,56787.8,HomeEquityLoan
15623053,0,Muir,454,Spain,Male,40.0,2,123177.01,1,0,148309.98,CreditCard
15595592,1,Lai,708,France,Female,59.0,2,0.0,1,0,179673.11,AutoLoan
15740072,0,Padovesi,720,France,Female,37.0,2,120328.88,1,1,138470.21,"InvestmentFund,CheckingAccount"
15778005,1,Kemp,785,France,Female,39.0,1,130147.98,1,0,163798.41,SavingsAccount
15583278,0,Greece,743,Spain,Female,36.0,8,92716.96,1,1,33693.78,MortgageLoan
15601263,0,Young,493,Spain,Female,48.0,7,0.0,1,0,48545.1,"InvestmentFund,CheckingAccount"
15709222,0,Prof. Chukwueloka,557,Spain,Male,34.0,3,0.0,0,1,123427.98,CheckingAccount
15713949,0,Woods,850,France,Male,40.0,1,76914.21,1,0,174183.44,CreditCard
15717706,0,Prof. Forbes,799,France,Female,32.0,3,106045.92,1,1,17938.0,"CreditCard,CertificateOfDeposit"
15756071,0,Kang,756,France,Male,34.0,1,103133.26,1,1,90059.04,CertificateOfDeposit
15696564,0,Nweke,752,France,Male,38.0,0,145974.79,1,1,137694.23,"RetirementAccount,HomeEquityLoan"
15657637,0,Ts'ui,696,Spain,Female,36.0,3,0.0,1,0,65039.9,"SavingsAccount,PersonalLoan,RetirementAccount"
15755863,0,Prof. Milano,630,Spain,Female,49.0,1,0.0,0,1,162858.29,"RetirementAccount,InvestmentFund"
15719858,0,Chao,659,Spain,Female,38.0,9,0.0,1,1,35701.06,"CreditCard,SavingsAccount"
15688876,0,Wan,685,Spain,Male,,9,0.0,1,1,18826.06,"HomeEquityLoan,CheckingAccount"
15698528,1,Napolitani,599,Spain,Female,31.0,3,0.0,1,1,130086.47,HomeEquityLoan
15770345,0,Kovaleva,559,Spain,Female,31.0,1,139183.06,0,1,143360.56,AutoLoan
15761506,0,Russell,615,Spain,Male,19.0,5,0.0,1,0,159920.92,"AutoLoan,SavingsAccount"
15716619,0,Chiebuka,580,Germany,Female,36.0,3,74974.89,1,1,12099.67,SavingsAccount
15788367,0,Ellis,487,Spain,Male,44.0,6,61691.45,1,1,53087.98,RetirementAccount
15709451,0,Gordon,646,Germany,Female,35.0,1,121952.75,1,1,142839.82,"CheckingAccount,CertificateOfDeposit"
15640421,0,Conway,811,France,Female,35.0,7,0.0,1,1,178.19,CertificateOfDeposit
15580068,0,Buccho,526,Spain,Male,35.0,5,0.0,1,1,105618.14,"RetirementAccount,CertificateOfDeposit"
15677123,0,Aksyonova,767,Spain,Male,37.0,7,0.0,1,1,24734.25,"HomeEquityLoan,SavingsAccount"
15619801,0,Batty,548,France,Female,33.0,1,80107.83,0,1,82245.67,"CertificateOfDeposit,CreditCard"
15582246,0,Rowe,737,Spain,Female,45.0,2,0.0,0,1,177695.67,"MortgageLoan,CreditCard"
15711843,1,Pisani,613,Germany,Male,40.0,1,147856.82,0,0,107961.11,"CreditCard,RetirementAccount,CheckingAccount"
15680046,0,Onochie,711,Spain,Male,36.0,8,0.0,1,0,55207.41,"CertificateOfDeposit,PersonalLoan"
15804131,1,Farmer,850,Spain,Female,53.0,7,65407.16,0,0,182633.63,"CheckingAccount,SavingsAccount"
15722611,0,Cameron,752,France,Female,53.0,8,114233.18,1,1,51587.04,CreditCard
15729224,0,Jennings,710,,Female,37.0,5,0.0,1,0,115403.31,"CheckingAccount,HomeEquityLoan"
15811588,1,Eluemuno,664,Spain,Female,53.0,7,187602.18,1,0,186392.99,CreditCard
15702138,0,Swift,510,France,Female,22.0,3,156834.34,0,0,44374.44,CheckingAccount
15749799,0,Pisani,577,France,Female,34.0,2,0.0,1,1,84033.35,"CertificateOfDeposit,AutoLoan"
15752885,0,Dr. Nnonso,529,France,Male,42.0,1,157498.9,1,1,82276.62,PersonalLoan
15674932,0,Cameron,757,Spain,Female,44.0,9,0.0,1,0,177528.92,"CreditCard,RetirementAccount"
15743828,1,Stevens,691,France,Male,41.0,2,0.0,1,1,56850.92,CertificateOfDeposit
15642022,0,Zito,621,,Male,34.0,8,0.0,0,0,47972.65,SavingsAccount
15746461,0,Dr. Taylor,709,Spain,Male,35.0,2,0.0,1,0,104982.39,"CreditCard,RetirementAccount"
15809991,0,Ferrari,756,Spain,Male,19.0,4,130274.22,1,1,133535.29,PersonalLoan
15787322,0,Yeh,788,France,Female,41.0,6,0.0,1,1,25571.37,CheckingAccount
15575498,0,Gould,705,France,Female,39.0,5,149379.66,1,0,96075.55,"RetirementAccount,CheckingAccount"
15691387,0,Agafonova,483,France,Male,29.0,9,0.0,1,1,81634.45,HomeEquityLoan
15765457,0,Fowler,719,Spain,Male,35.0,1,100829.94,1,1,165008.97,AutoLoan
15666173,0,Chidumaga,793,Germany,Female,32.0,1,96408.98,1,1,138191.81,MortgageLoan
15627377,0,Sabbatini,593,France,Male,41.0,6,0.0,1,1,99136.49,"CheckingAccount,CertificateOfDeposit"
15656683,1,Johnson,551,France,Male,52.0,1,0.0,0,0,63584.55,CertificateOfDeposit
15679810,0,Chapman,690,France,Male,39.0,6,0.0,1,0,160532.88,"CreditCard,InvestmentFund"
15606310,0,Birk,823,France,Male,71.0,5,149105.08,0,1,162683.06,CheckingAccount
15756871,0,Dr. Capon,512,Spain,Male,39.0,3,0.0,1,0,134878.19,CheckingAccount
15610002,0,Chidubem,802,Spain,Male,41.0,5,0.0,1,1,134626.3,"HomeEquityLoan,CheckingAccount"
15567802,0,Childs,450,Spain,Female,34.0,2,0.0,1,0,175480.93,"InvestmentFund,HomeEquityLoan"
15745452,0,Sun,651,Germany,Male,41.0,1,90218.11,1,0,174337.68,InvestmentFund
15617252,0,Lung,697,,Female,33.0,1,87347.7,1,0,172524.51,RetirementAccount
15753248,0,Dr. Tao,611,France,Male,28.0,2,0.0,0,0,25395.83,"MortgageLoan,SavingsAccount"
15610755,0,Napolitano,643,France,Female,33.0,0,137811.75,1,1,184856.89,PersonalLoan
15662238,0,Davis,822,France,Male,37.0,3,105563.0,1,0,182624.93,CheckingAccount
15799186,0,Sagese,632,France,Male,38.0,4,0.0,0,0,192505.62,"CertificateOfDeposit,PersonalLoan"
15686941,0,Hutchinson,575,Spain,Female,26.0,7,0.0,1,0,112507.63,"HomeEquityLoan,RetirementAccount"
15601172,0,Nelson,672,France,Male,31.0,6,91125.75,1,0,177295.92,PersonalLoan
15723858,0,Schiavone,517,Spain,,39.0,3,0.0,0,1,12465.51,"CertificateOfDeposit,InvestmentFund"
15615896,0,Chienezie,621,,Male,39.0,8,0.0,1,0,36122.96,"SavingsAccount,HomeEquityLoan"
15737647,0,Dr. Obioma,775,Germany,Female,,6,135120.56,1,0,37836.64,AutoLoan
15582841,0,Dr. Butusov,600,France,Male,29.0,8,0.0,0,1,34747.43,"SavingsAccount,AutoLoan"
15760090,0,Pisano,640,France,Male,28.0,7,0.0,1,1,131097.9,"MortgageLoan,HomeEquityLoan"
15588587,0,Stetson,752,France,Female,36.0,1,86837.95,1,1,105280.55,InvestmentFund
15683157,0,Waring,613,France,Male,26.0,4,100446.57,0,1,149653.81,SavingsAccount
15694209,0,Fanucci,484,France,Female,32.0,3,0.0,1,1,139390.99,"RetirementAccount,InvestmentFund"
15655875,0,Thao,511,France,Female,33.0,3,0.0,1,0,132436.71,"CreditCard,CheckingAccount"
15805704,1,Murphy,745,France,Female,32.0,2,0.0,0,1,179705.13,"CheckingAccount,AutoLoan,RetirementAccount,MortgageLoan"
15744789,0,McConnell,786,Spain,Female,32.0,6,114512.59,1,0,15796.66,RetirementAccount
15799357,0,Armfield,727,France,Male,35.0,5,136364.46,0,0,142754.71,InvestmentFund
15726153,0,Fanucci,622,France,,31.0,5,106260.67,1,1,2578.43,AutoLoan
15713346,0,Panina,794,France,Male,24.0,10,146126.75,1,1,88992.05,RetirementAccount
15665053,1,Nixon,636,Spain,Male,52.0,4,111284.53,0,1,32936.44,MortgageLoan
15592379,0,Walker,741,Spain,Female,42.0,9,121056.63,1,0,39122.58,"RetirementAccount,MortgageLoan"
15692599,0,Chiemela,687,France,Male,34.0,5,128270.56,1,0,191092.62,SavingsAccount
15620758,0,Martel,660,Spain,Male,30.0,4,0.0,1,0,129149.06,"SavingsAccount,InvestmentFund"
15637428,0,Briggs,660,,Male,35.0,7,0.0,1,0,13218.6,"CreditCard,AutoLoan"
15808389,0,Iheatu,617,France,Female,79.0,7,0.0,1,1,160589.18,RetirementAccount
15807003,0,Jennings,762,France,Male,32.0,10,191775.65,1,0,179657.83,AutoLoan
15702912,1,Ch'en,752,Spain,Female,35.0,2,0.0,1,0,44335.54,HomeEquityLoan
15590623,0,Kovalyov,561,Spain,Male,34.0,4,85141.79,1,1,29217.37,"HomeEquityLoan,CheckingAccount"
15728078,0,Yeh,609,France,Male,26.0,10,126392.18,0,1,43651.49,CreditCard
15708256,0,Chien,803,France,Male,28.0,3,0.0,1,0,159654.0,"AutoLoan,HomeEquityLoan"
15582335,0,Brown,556,France,Female,40.0,9,129860.37,0,0,17992.94,CertificateOfDeposit
15649150,1,Buddicom,531,France,Female,53.0,5,127642.44,1,0,141501.45,CheckingAccount
15691647,0,Dr. McGregor,411,France,Female,35.0,2,0.0,1,1,93825.78,"AutoLoan,HomeEquityLoan"
15668270,1,Dr. Thompson,587,Germany,Female,44.0,5,125584.17,1,1,41852.24,"CertificateOfDeposit,SavingsAccount"
15624820,1,Ross,683,Spain,Male,56.0,7,50911.21,0,0,97629.31,"RetirementAccount,CheckingAccount,CreditCard"
15736254,0,Ch'ang,654,France,Male,29.0,2,91955.61,1,0,37065.66,HomeEquityLoan
15720814,0,Warren,670,Germany,Female,36.0,2,84266.44,0,0,38614.69,"CheckingAccount,AutoLoan"
15642997,0,Uspenskaya,655,France,Female,36.0,2,147149.59,1,1,87816.86,AutoLoan
15693200,0,Dr. King,752,France,Female,36.0,7,0.0,1,0,184866.86,"RetirementAccount,CheckingAccount"
15624596,0,Trentini,534,France,Female,23.0,5,104822.45,0,1,160176.47,HomeEquityLoan
15807167,0,Konovalova,635,France,Male,42.0,1,146766.72,0,1,164357.1,"HomeEquityLoan,InvestmentFund"
15660301,0,Dellucci,491,Germany,Male,70.0,6,148745.92,1,1,17818.33,"PersonalLoan,HomeEquityLoan"
15593094,1,Dr. Goddard,516,France,Male,27.0,9,0.0,1,0,142680.64,CheckingAccount
15618239,0,Neumann,530,France,Female,48.0,0,0.0,1,0,85081.09,SavingsAccount
15574137,0,Ch'in,687,Spain,Male,35.0,3,0.0,1,1,176450.19,"PersonalLoan,InvestmentFund"
15614740,0,Walters,684,France,Female,41.0,6,135203.81,1,1,121967.88,"CreditCard,RetirementAccount"
15574071,0,Muravyova,706,Germany,Male,23.0,2,93301.97,0,1,127187.04,"PersonalLoan,SavingsAccount"
15671148,0,Barry,490,Germany,Male,,5,96341.0,0,0,108313.34,"HomeEquityLoan,MortgageLoan"
15721921,0,Woolnough,796,France,Male,44.0,8,165326.2,1,1,57205.55,CreditCard
15717995,0,Dr. Keen,849,France,Male,27.0,0,0.0,0,1,157891.86,"RetirementAccount,CreditCard"
15632050,0,Dr. Liebe,779,France,,41.0,10,99786.2,1,0,86927.53,HomeEquityLoan
15647111,0,White,794,Spain,Female,22.0,4,114440.24,1,1,107753.07,MortgageLoan
15759991,0,Hunter,748,Spain,Male,36.0,4,141573.55,1,0,82158.14,InvestmentFund
15790204,1,Myers,663,Spain,Female,22.0,9,0.0,1,0,29135.89,PersonalLoan
15686780,0,Rogova,645,Spain,Female,55.0,1,133676.65,0,1,17095.49,HomeEquityLoan
15640491,0,Raff,464,France,Female,33.0,10,147493.7,1,0,100447.53,"PersonalLoan,CheckingAccount"
15783225,1,Cocci,737,France,Male,54.0,9,0.0,1,0,83470.4,RetirementAccount
15734438,0,Kanayochukwu,590,France,Female,29.0,4,0.0,1,0,121846.81,"AutoLoan,MortgageLoan"
15688760,0,Obialo,522,Germany,Female,37.0,3,95022.57,1,1,129107.59,InvestmentFund
15768124,0,Liu,648,France,Female,34.0,3,0.0,1,0,54726.43,AutoLoan
15661330,0,Gilbert,754,France,Male,37.0,6,0.0,1,1,116141.72,CheckingAccount
15781272,1,Coles,669,France,Male,50.0,4,149713.61,1,1,124872.42,"CertificateOfDeposit,MortgageLoan,InvestmentFund"
15573888,1,Ponomaryov,648,Germany,Female,43.0,1,107963.38,0,0,186438.86,SavingsAccount
15575858,0,Bergamaschi,763,France,Male,40.0,3,0.0,1,0,134281.11,"HomeEquityLoan,MortgageLoan"
15645937,0,Guerin,790,Spain,Male,32.0,3,0.0,1,0,91044.47,CheckingAccount
15702337,0,Sinclair,581,France,Male,37.0,7,0.0,1,1,74320.75,"RetirementAccount,CertificateOfDeposit"
15764537,0,Dominguez,703,France,Male,43.0,8,0.0,1,0,9704.66,"InvestmentFund,MortgageLoan"
15619616,0,Costa,571,France,Female,33.0,9,102017.25,0,0,128600.49,"SavingsAccount,HomeEquityLoan"
15585133,0,Wei,657,Spain,Female,27.0,8,0.0,0,0,6468.24,"InvestmentFund,CertificateOfDeposit"
15573971,0,Mills,737,France,Male,44.0,7,0.0,0,0,57898.58,"MortgageLoan,AutoLoan"
15579433,0,Pugh,793,Spain,Male,29.0,8,96674.55,0,0,192120.66,"InvestmentFund,HomeEquityLoan"
15777045,1,Price,783,Spain,Female,44.0,3,81811.71,1,0,164213.53,PersonalLoan
15611580,0,Wood,751,Spain,Male,33.0,4,79281.61,1,0,117547.76,RetirementAccount
15614778,0,Robertson,579,France,Male,31.0,6,0.0,1,0,26149.25,"CheckingAccount,MortgageLoan"
15771750,0,Sawtell,655,Germany,Female,36.0,10,122314.39,1,0,9181.66,SavingsAccount
15593280,0,Yuryeva,614,Germany,Male,43.0,8,140733.74,1,1,166588.76,InvestmentFund
15569274,1,Pisano,678,Germany,Male,49.0,2,116933.11,1,0,195053.58,HomeEquityLoan
15654408,0,Kharitonova,562,Spain,Male,41.0,5,165445.04,1,0,85787.31,"CertificateOfDeposit,InvestmentFund"
15657468,0,Simmons,711,Germany,Female,53.0,5,123805.03,1,0,102428.51,HomeEquityLoan
15614213,0,Muramats,620,France,Male,37.0,0,107548.94,1,0,71175.94,HomeEquityLoan
15589869,0,Tang,437,France,Male,49.0,9,111634.29,0,1,166440.32,"InvestmentFund,SavingsAccount"
15693205,1,Peng,691,Germany,Female,41.0,8,109153.96,1,1,148848.76,"CreditCard,MortgageLoan,HomeEquityLoan"
15797113,0,Bevan,552,Spain,Female,,4,0.0,1,0,140286.69,"RetirementAccount,PersonalLoan"
15676958,0,Zito,765,Germany,Male,34.0,5,86055.17,1,1,104220.5,"CreditCard,CertificateOfDeposit"
15739592,1,Sokolov,707,Germany,Female,51.0,10,98438.23,0,0,70778.63,CheckingAccount
15656263,0,Teng,764,Spain,Male,29.0,5,0.0,1,0,65868.28,"CreditCard,CheckingAccount"
15636872,0,Amadi,585,France,Female,32.0,8,144705.87,0,0,171482.56,"CertificateOfDeposit,SavingsAccount"
15589435,0,Davide,784,France,Male,31.0,7,0.0,1,1,143204.41,"CreditCard,MortgageLoan"
15640464,0,Parkes,605,France,Male,41.0,5,91612.91,1,1,28427.84,HomeEquityLoan
15723851,0,Mazzanti,699,Spain,Male,40.0,2,0.0,1,0,78387.32,CheckingAccount
15722122,0,Findlay,544,France,Female,40.0,7,0.0,0,1,161076.92,CreditCard
15696852,1,Hsu,803,France,Female,32.0,9,192122.84,1,1,54277.45,HomeEquityLoan
15634936,0,Chukwukadibia,735,,Male,41.0,7,179904.0,1,1,137180.95,AutoLoan
